Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('férences', 2), ('<s>', 2), ('пута', 0), ('trightarrow', 0), ('Ḩ', 0), ('Хронологија', 0), ('월', 0), ('sime', 0), ('ímp', 0), ('Longrightarrow', 0)]","[('férences', 2), ('<s>', 1), ('Ḩ', 0), ('sime', 0), ('trightarrow', 0), ('ímp', 0), ('Longrightarrow', 0), ('пута', 0), ('瀬', 0), ('월', 0)]","[('<s>', 34), ('archivi', 2), ('guez', 1), ('씨', 1), ('férences', 0), ('кипеди', 0), ('textt', 0), ('пута', 0), ('溪', 0), ('瀬', 0)]","[('<s>', 12), ('férences', 3), ('пута', 1), ('瀬', 1), ('archivi', 1), ('trightarrow', 0), ('ímp', 0), ('씨', 0), ('penas', 0), ('sime', 0)]"
layer1,"[('refer', 0), ('anim', 0), ('éo', 0), ('campe', 0), ('gouvern', 0), ('gin', 0), ('ini', 0), ('ula', 0), ('succès', 0), ('références', 0)]","[('<s>', 40), ('férences', 1), ('penas', 0), ('ategory', 0), ('arget', 0), ('월', 0), ('ǫ', 0), ('ográfica', 0), ('𝓝', 0), ('Хронологија', 0)]","[('aris', 2), ('ovis', 2), ('penas', 1), ('anim', 1), ('cas', 0), ('abei', 0), ('Dy', 0), ('atform', 0), ('guez', 0), ('sdl', 0)]","[('<s>', 25), ('penas', 6), ('ategory', 1), ('guez', 0), ('anim', 0), ('Außer', 0), ('atform', 0), ('ответ', 0), ('férences', 0), ('𝓝', 0)]"
layer2,"[('asp', 3), ('ewrite', 1), ('guer', 1), ('▸', 1), ('lax', 0), ('iwers', 0), ('号', 0), ('ifolia', 0), ('adin', 0), ('patri', 0)]","[('penas', 12), ('<s>', 8), ('ategory', 1), ('guez', 1), ('atform', 1), ('anim', 0), ('Außer', 0), ('arget', 0), ('othèque', 0), ('Gemeins', 0)]","[('tap', 3), ('by', 0), ('anter', 0), ('Fr', 0), ('fr', 0), ('Lind', 0), ('pin', 0), ('[', 0), ('om', 0), ('orn', 0)]","[('penas', 12), ('ategory', 0), ('atform', 0), ('geh', 0), ('anim', 0), ('guez', 0), ('estaven', 0), ('<s>', 0), ('jourd', 0), ('othèque', 0)]"
layer3,"[('Pick', 0), ('び', 0), ('Added', 0), ('oman', 0), ('jà', 0), ('�', 0), ('Ken', 0), ('ims', 0), ('ktor', 0), ('昌', 0)]","[('penas', 6), ('estaven', 0), ('Außer', 0), ('geh', 0), ('atform', 0), ('guez', 0), ('Gemeins', 0), ('adém', 0), ('ederb', 0), ('imas', 0)]","[('Архівовано', 1), ('❯', 0), ('inale', 0), ('⇔', 0), ('♯', 0), ('ogne', 0), ('hein', 0), ('appen', 0), ('lo', 0), ('Choice', 0)]","[('penas', 8), ('geh', 0), ('❯', 0), ('jourd', 0), ('anter', 0), ('anim', 0), ('hyp', 0), ('gene', 0), ('="".', 0), ('Kin', 0)]"
layer4,"[('Regin', 4), ('�', 1), ('Beau', 0), ('vous', 0), ('SSN', 0), ('Duc', 0), ('ә', 0), ('ensk', 0), ('Mode', 0), ('意', 0)]","[('Beau', 0), ('pin', 0), ('Pin', 0), ('werb', 0), ('jourd', 0), ('Pick', 0), ('fres', 0), ('thrown', 0), ('津', 0), ('penas', 0)]","[('ument', 3), ('tain', 0), ('zych', 0), ('orsz', 0), ('abs', 0), ('uwe', 0), ('hein', 0), ('рт', 0), ('vens', 0), ('Ad', 0)]","[('anter', 0), ('fres', 0), ('sim', 0), ('евич', 0), ('Bayer', 0), ('LOB', 0), ('retra', 0), ('Sr', 0), ('lob', 0), ('lo', 0)]"
layer5,"[('Mock', 4), ('Хронологија', 1), ('ณ', 0), ('Ë', 0), ('切', 0), ('jours', 0), ('стю', 0), ('javax', 0), ('Storia', 0), ('uno', 0)]","[('Bayer', 1), ('jourd', 1), ('Kontrola', 0), ('Beau', 0), ('zeich', 0), ('zyma', 0), ('penas', 0), ('Bra', 0), ('Sr', 0), ('Хронологија', 0)]","[('bek', 5), ('ft', 3), ('bei', 0), ('rece', 0), ('igi', 0), ('Magn', 0), ('君', 0), ('AB', 0), ('Adel', 0), ('ter', 0)]","[('penas', 0), ('test', 0), ('jourd', 0), ('ula', 0), ('Kin', 0), ('bru', 0), ('Tour', 0), ('원', 0), ('раль', 0), ('rolled', 0)]"
layer6,"[('isu', 1), ('Zygote', 1), ('Tak', 0), ('cita', 0), ('<s>', 0), ('anges', 0), ('assignment', 0), ('ifest', 0), ('pelos', 0), ('Beispiel', 0)]","[('test', 0), ('Kin', 0), ('bru', 0), ('ula', 0), ('jourd', 0), ('czas', 0), ('trap', 0), ('agli', 0), ('testing', 0), ('Tour', 0)]","[('нец', 3), ('esterd', 1), ('otti', 1), ('MAP', 0), ('isée', 0), ('atura', 0), ('Olímp', 0), ('\u2060', 0), ('дар', 0), ('chia', 0)]","[('penas', 2), ('jourd', 1), ('bru', 1), ('Bedeut', 0), ('Hinweis', 0), ('anych', 0), ('hyp', 0), ('Bra', 0), ('lyn', 0), ('hidden', 0)]"
layer7,"[('rees', 1), ('onc', 1), ('reas', 1), ('mat', 0), ('nyelven', 0), ('tf', 0), ('anz', 0), ('Del', 0), ('acci', 0), ('Del', 0)]","[('penas', 3), ('jourd', 3), ('Murray', 1), ('bru', 1), ('reib', 0), ('ON', 0), ('ág', 0), ('Bedeut', 0), ('nou', 0), ('<s>', 0)]","[('hoff', 4), ('uj', 4), ('teger', 2), ('hw', 1), ('ordo', 0), ('forg', 0), ('hen', 0), ('dimen', 0), ('zab', 0), ('pec', 0)]","[('jourd', 2), ('czas', 0), ('hoff', 0), ('rola', 0), ('olit', 0), ('font', 0), ('бі', 0), ('exec', 0), ('tuple', 0), ('anych', 0)]"
layer8,"[('Cov', 2), ('}}%', 1), ('【', 0), ('Domain', 0), ('Vir', 0), ('COVID', 0), ('domains', 0), ('iała', 0), ('Alexand', 0), ('host', 0)]","[('anych', 1), ('czas', 0), ('прис', 0), ('exec', 0), ('jourd', 0), ('olit', 0), ('бі', 0), ('ocus', 0), ('xa', 0), ('cala', 0)]","[('oden', 3), ('René', 2), ('chev', 1), ('void', 0), ('atos', 0), ('Conserv', 0), ('MenuItem', 0), ('Æ', 0), ('Constructor', 0), ('PI', 0)]","[('otta', 0), ('sub', 0), ('jourd', 0), ('onces', 0), ('object', 0), ('oman', 0), ('exec', 0), ('cus', 0), ('MC', 0), ('tri', 0)]"
layer9,"[('esterni', 1), ('answer', 0), ('answered', 0), ('fatt', 0), ('ğ', 0), ('bury', 0), ('enberg', 0), ('▶', 0), ('eil', 0), ('Answer', 0)]","[('▶', 1), ('Freder', 0), ('onces', 0), ('egin', 0), ('Magn', 0), ('orf', 0), ('bc', 0), ('mir', 0), ('Hinweis', 0), ('pairs', 0)]","[('asto', 0), ('Leip', 0), ('syntax', 0), ('Reb', 0), ('annels', 0), ('нок', 0), ('fos', 0), ('externe', 0), ('commands', 0), ('leng', 0)]","[('mir', 0), ('ả', 0), ('Freder', 0), ('beg', 0), ('exec', 0), ('ạ', 0), ('pairs', 0), ('Mind', 0), ('jak', 0), ('Hinweis', 0)]"
layer10,"[('sí', 1), ('ikan', 1), ('Jahrh', 1), ('висини', 0), ('scheid', 0), ('Bildern', 0), ('generalized', 0), ('Bedeut', 0), ('щение', 0), ('bath', 0)]","[('mir', 0), ('esterni', 0), ('Freder', 0), ('ạ', 0), ('Hinweis', 0), ('ả', 0), ('gray', 0), ('remainder', 0), ('jak', 0), ('ask', 0)]","[('Laurent', 5), ('gue', 2), ('civ', 1), ('statements', 1), ('halb', 1), ('甲', 1), ('edad', 0), ('GND', 0), ('irectory', 0), ('travel', 0)]","[('answered', 1), ('rap', 0), ('jsp', 0), ('answer', 0), ('ън', 0), ('bounds', 0), ('Associ', 0), ('pairs', 0), ('тро', 0), ('uf', 0)]"
layer11,"[('imo', 10), ('Unterscheidung', 1), ('ɾ', 0), ('answer', 0), ('Answer', 0), ('Answer', 0), ('multiple', 0), ('...]', 0), ('vez', 0), ('closed', 0)]","[('answered', 4), ('answer', 3), ('Answer', 1), ('Answer', 1), ('answer', 1), ('uf', 1), ('Hinweis', 0), ('ън', 0), ('Sub', 0), ('ख', 0)]","[('<s>', 3), ('wire', 1), ('dade', 1), ('trim', 1), ('gon', 0), ('насеља', 0), ('ês', 0), ('бор', 0), ('aben', 0), ('ник', 0)]","[('answered', 7), ('<s>', 3), ('answer', 3), ('Answer', 1), ('Hinweis', 0), ('esterni', 0), ('answer', 0), ('rap', 0), ('Answer', 0), ('Associ', 0)]"
layer12,"[('Wend', 1), ('kens', 0), ('kende', 0), ('χ', 0), ('лат', 0), ('shall', 0), ('actér', 0), ('lassen', 0), ('Dialog', 0), ('alog', 0)]","[('answered', 7), ('answer', 3), ('<s>', 2), ('Answer', 1), ('esterni', 0), ('Answer', 0), ('Sub', 0), ('ън', 0), ('jak', 0), ('Hinweis', 0)]","[('dut', 1), ('meister', 1), ('Johan', 1), ('fen', 1), ('idos', 0), ('heart', 0), ('reich', 0), ('WI', 0), ('rica', 0), ('aglia', 0)]","[('<s>', 11), ('answered', 3), ('answer', 2), ('gesamt', 2), ('Answer', 1), ('answer', 0), ('nik', 0), ('Answer', 0), ('jak', 0), ('ън', 0)]"
layer13,"[('vice', 1), ('oot', 1), ('Hub', 1), ('Hub', 1), ('Lex', 0), ('CE', 0), ('eters', 0), ('Association', 0), ('Bab', 0), ('okal', 0)]","[('<s>', 7), ('answered', 2), ('answer', 2), ('Answer', 1), ('gesamt', 1), ('answer', 0), ('符', 0), ('sure', 0), ('Answer', 0), ('jak', 0)]","[('uez', 1), ('Bei', 1), ('trat', 1), ('quin', 0), ('answers', 0), ('pto', 0), ('complex', 0), ('Dou', 0), ('ськ', 0), ('aph', 0)]","[('answered', 13), ('answer', 10), ('<s>', 4), ('Answer', 2), ('Answer', 2), ('answer', 2), ('answers', 0), ('answering', 0), ('Santo', 0), ('gesamt', 0)]"
layer14,"[('ison', 1), ('yna', 0), ('ourse', 0), ('answer', 0), ('nad', 0), ('prog', 0), ('«', 0), ('etc', 0), ('etc', 0), ('Bbb', 0)]","[('answer', 25), ('answered', 16), ('answer', 5), ('Answer', 3), ('Answer', 3), ('<s>', 1), ('answers', 1), ('answering', 1), ('qu', 0), ('esterni', 0)]","[('Champ', 2), ('berger', 1), ('Minor', 1), ('ktr', 0), ('Deutsch', 0), ('Fr', 0), ('vex', 0), ('inu', 0), ('Array', 0), ('chio', 0)]","[('answer', 24), ('answered', 13), ('answer', 5), ('Answer', 3), ('Answer', 3), ('answers', 1), ('answering', 1), ('{""', 0), ('qu', 0), ('vez', 0)]"
layer15,"[('Answer', 36), ('answer', 15), ('answers', 13), ('answered', 4), ('answer', 1), ('swers', 0), ('answering', 0), ('andenburg', 0), ('Question', 0), ('Answer', 0)]","[('answer', 48), ('answered', 21), ('Answer', 8), ('answer', 5), ('answers', 3), ('Answer', 3), ('answering', 1), ('{""', 0), ('qu', 0), ('vez', 0)]","[('wohl', 4), ('CHAPTER', 2), ('cgi', 0), ('geber', 0), ('Baker', 0), ('classes', 0), ('screens', 0), ('phy', 0), ('со', 0), ('ż', 0)]","[('answered', 34), ('answer', 22), ('answer', 10), ('Answer', 7), ('Answer', 4), ('answers', 1), ('{""', 1), ('answering', 1), ('а', 0), ('Maria', 0)]"
layer16,"[('Hinweis', 6), ('▼', 4), ('Bedeut', 1), ('Rey', 1), ('iere', 0), ('rar', 0), ('voy', 0), ('rear', 0), ('Bef', 0), ('victim', 0)]","[('answered', 28), ('answer', 27), ('Answer', 12), ('answer', 10), ('Answer', 6), ('answers', 2), ('answering', 1), ('{""', 0), ('vez', 0), ('Maria', 0)]","[('which', 26), ('Which', 6), ('which', 6), ('answer', 4), ('answered', 1), ('ниц', 1), ('ĉ', 0), ('ogne', 0), ('naz', 0), ('которых', 0)]","[('answer', 48), ('answered', 33), ('Answer', 7), ('answer', 5), ('Answer', 2), ('answering', 0), ('answers', 0), ('ô', 0), ('Maria', 0), ('{""', 0)]"
layer17,"[('tests', 2), ('cond', 0), ('дат', 0), ('å', 0), ('mai', 0), ('conditional', 0), ('bah', 0), ('bol', 0), ('instructions', 0), ('test', 0)]","[('answer', 48), ('answered', 34), ('Answer', 6), ('answer', 6), ('Answer', 1), ('answers', 0), ('answering', 0), ('Maria', 0), ('ô', 0), ('{""', 0)]","[('Hint', 2), ('kehr', 1), ('exam', 1), ('tegr', 1), ('swers', 0), ('Censo', 0), ('flash', 0), ('upload', 0), ('rugu', 0), ('館', 0)]","[('answer', 61), ('answered', 18), ('Answer', 8), ('answer', 7), ('Answer', 1), ('answers', 0), ('answering', 0), ('Maria', 0), ('swers', 0), ('ô', 0)]"
