Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('<s>', 2), ('пута', 1), ('férences', 0), ('Хронологија', 0), ('ímp', 0), ('abhäng', 0), ('sime', 0), ('ḩ', 0), ('penas', 0), ('Außer', 0)]","[('<s>', 1), ('férences', 1), ('пута', 0), ('ímp', 0), ('sime', 0), ('ḩ', 0), ('abhäng', 0), ('瀬', 0), ('trightarrow', 0), ('penas', 0)]","[('<s>', 4), ('пута', 2), ('archivi', 2), ('guez', 2), ('씨', 1), ('férences', 1), ('洞', 0), ('penas', 0), ('溪', 0), ('ongodb', 0)]","[('<s>', 5), ('пута', 2), ('férences', 2), ('archivi', 1), ('ímp', 1), ('penas', 1), ('瀬', 0), ('sime', 0), ('guez', 0), ('trightarrow', 0)]"
layer1,"[('anim', 0), ('gouvern', 0), ('refer', 0), ('isser', 0), ('lit', 0), ('ap', 0), ('пи', 0), ('ifi', 0), ('тар', 0), ('ernel', 0)]","[('<s>', 25), ('penas', 1), ('férences', 0), ('abhäng', 0), ('ǫ', 0), ('ategory', 0), ('lès', 0), ('guez', 0), ('월', 0), ('Außer', 0)]","[('<s>', 1), ('&=\\', 1), ('inkel', 0), ('aris', 0), ('abei', 0), ('iante', 0), ('enta', 0), ('arlo', 0), ('ederb', 0), ('hein', 0)]","[('<s>', 39), ('penas', 2), ('ategory', 1), ('guez', 0), ('Außer', 0), ('ultimo', 0), ('férences', 0), ('ә', 0), ('conde', 0), ('ü', 0)]"
layer2,"[('Hat', 4), ('hat', 2), ('Censo', 1), ('ufen', 0), ('haupt', 0), ('publique', 0), ('információ', 0), ('othèque', 0), ('Knight', 0), ('guer', 0)]","[('penas', 8), ('<s>', 6), ('guez', 0), ('ategory', 0), ('othèque', 0), ('conde', 0), ('Außer', 0), ('lès', 0), ('atform', 0), ('ederb', 0)]","[('št', 5), ('imat', 2), ('lea', 0), ('&=\\', 0), ('ppo', 0), ('̯', 0), ('江', 0), ('Morgan', 0), ('rut', 0), ('tbody', 0)]","[('penas', 7), ('Außer', 1), ('<s>', 1), ('ategory', 0), ('&=\\', 0), ('conde', 0), ('guez', 0), ('othèque', 0), ('ederb', 0), ('ultimo', 0)]"
layer3,"[('sam', 0), ('imo', 0), ('昌', 0), ('Hat', 0), ('Pope', 0), ('hausen', 0), ('Italie', 0), ('Bien', 0), ('owa', 0), ('gat', 0)]","[('penas', 3), ('Außer', 1), ('jà', 0), ('conde', 0), ('guez', 0), ('othèque', 0), ('ť', 0), ('Dy', 0), ('adém', 0), ('ederb', 0)]","[('appen', 1), ('roman', 0), ('rom', 0), ('rem', 0), ('❯', 0), ('AtIndex', 0), ('stretch', 0), ('stra', 0), ('erme', 0), ('stra', 0)]","[('penas', 5), ('Außer', 0), ('engen', 0), ('gene', 0), ('<s>', 0), ('enç', 0), ('opera', 0), ('jà', 0), ('ago', 0), ('ченко', 0)]"
layer4,"[('Answer', 1), ('Regin', 1), ('рь', 0), ('questions', 0), ('�', 0), ('Beau', 0), ('Answer', 0), ('Mode', 0), ('Aer', 0), ('answers', 0)]","[('Beau', 0), ('enç', 0), ('""`', 0), ('<s>', 0), ('mez', 0), ('guez', 0), ('ченко', 0), ('engen', 0), ('Außer', 0), ('ago', 0)]","[('de', 1), ('abs', 0), ('ся', 0), ('jug', 0), ('presence', 0), ('wa', 0), ('ML', 0), ('тро', 0), ('esty', 0), ('gh', 0)]","[('anter', 0), ('lob', 0), ('deg', 0), ('rl', 0), ('""`', 0), ('LOB', 0), ('lo', 0), ('nou', 0), ('forth', 0), ('hein', 0)]"
layer5,"[('enze', 1), ('Хронологија', 1), ('Kan', 1), ('ogy', 1), ('Ressource', 0), ('Orts', 0), ('listade', 0), ('cej', 0), ('Gén', 0), ('anterie', 0)]","[('anter', 1), ('forth', 0), ('deg', 0), ('any', 0), ('غ', 0), ('touch', 0), ('Beau', 0), ('""`', 0), ('hein', 0), ('tre', 0)]","[('transaction', 1), ('Hinter', 1), ('bek', 1), ('Rights', 1), ('transaction', 1), ('ogn', 0), ('Sund', 0), ('fact', 0), ('бі', 0), ('Transaction', 0)]","[('ula', 1), ('още', 1), ('anter', 1), ('deg', 0), ('Mad', 0), ('dut', 0), ('Ara', 0), ('rl', 0), ('suppress', 0), ('Beau', 0)]"
layer6,"[('anges', 4), ('assignment', 1), ('mér', 1), ('ona', 1), ('IIS', 0), ('remainder', 0), ('osta', 0), ('inn', 0), ('uno', 0), ('oce', 0)]","[('ula', 1), ('още', 0), ('""`', 0), ('deg', 0), ('anter', 0), ('Ass', 0), ('rl', 0), ('unfold', 0), ('gift', 0), ('Magn', 0)]","[('meg', 1), ('otti', 0), ('\u2060', 0), ('ycler', 0), ('sdk', 0), ('FFFF', 0), ('љу', 0), ('ables', 0), ('correlate', 0), ('othek', 0)]","[('odot', 2), ('Bras', 0), ('anych', 0), ('tot', 0), ('CCE', 0), ('аль', 0), ('penas', 0), ('tile', 0), ('ula', 0), ('Trop', 0)]"
layer7,"[('itos', 1), ('jus', 0), ('Ressources', 0), ('ober', 0), ('唐', 0), ('EGIN', 0), ('rack', 0), ('aire', 0), ('CURLOPT', 0), ('州', 0)]","[('odot', 3), ('Bras', 1), ('tot', 1), ('anych', 0), ('imientos', 0), ('Bruce', 0), ('Ans', 0), ('Sand', 0), ('Bright', 0), ('jourd', 0)]","[('び', 2), ('forg', 1), ('uj', 1), ('dimen', 0), ('ordo', 0), ('onen', 0), ('asma', 0), ('lah', 0), ('factory', 0), ('次', 0)]","[('olit', 0), ('о', 0), ('anych', 0), ('\t', 0), ('-,', 0), ('Bright', 0), ('font', 0), ('до', 0), ('Bras', 0), ('imientos', 0)]"
layer8,"[('Creek', 1), ('ban', 1), ('}}%', 1), ('➖', 0), ('emo', 0), ('emu', 0), ('Linear', 0), ('Stra', 0), ('jsf', 0), ('stuck', 0)]","[('\t', 1), ('anych', 0), ('straight', 0), ('odot', 0), ('olit', 0), ('Brit', 0), ('imientos', 0), ('inger', 0), ('hover', 0), ('о', 0)]","[('chev', 4), ('isc', 2), ('aug', 0), ('reen', 0), ('Насе', 0), ('рона', 0), ('ori', 0), ('oir', 0), ('inus', 0), ('irs', 0)]","[('Licencia', 1), ('exec', 1), ('Brit', 0), ('Nue', 0), ('-,', 0), ('ask', 0), ('imientos', 0), ('tor', 0), ('District', 0), ('grass', 0)]"
